Customer Segment	RFM Score	M_quantile	F_quantile	R_quantitle	last_to_present	Total Paid	CustomerID	Quantity	InvoiceNo
Normal	343	3	4	3	193	309.54	16810	114	15
Churn Customer	444	4	4	4	373	35.4	14576	12	1
Best Customer	111	1	1	1	13	4801.56	17365	4777	468
Normal	132	2	3	1	32	703.36	15103	329	35
Best Customer	111	1	1	1	3	4448.54	14085	3184	450
Newest Customer	144	4	4	1	90	299.34	18215	118	13
Newest Customer	144	4	4	1	60	172.25	13690	67	9
Normal	344	4	4	3	360	80.64	17752	192	1
"Once Customer, Now Gone"	443	3	4	4	369	375.69	16858	91	10
Highest Paying Customer	141	1	4	1	47	2600.34	17317	1146	9
Normal	122	2	2	1	37	740.78	15252	522	44
Normal	344	4	4	3	262	25.5	17102	2	1
Normal	332	2	3	3	264	922.1	13934	390	31
Normal	123	3	2	1	12	507.08	15721	409	91
Normal	133	3	3	1	6	511.12	16561	244	31
Best Customer	111	1	1	1	43	2053.02	16150	1047	117
Normal	132	2	3	1	32	789	13329	463	17
Loyal Customer	112	2	1	1	44	657.3	17459	537	111
Best Customer	111	1	1	1	4	2676.56	17346	1657	500
Best Customer	111	1	1	1	9	1620.93	14178	1505	327
Normal	122	2	2	1	2	1388.88	15898	570	86
Normal	222	2	2	2	123	814.86	13280	522	85
Normal	244	4	4	2	157	197.22	16829	99	11
Normal	123	3	2	1	48	490.52	15000	218	77
Normal	122	2	2	1	16	1060.25	17727	645	66
Normal	132	2	3	1	57	1530.36	14567	412	33
Newest Customer	143	3	4	1	47	422.58	18240	126	6
Highest Paying Customer	341	1	4	3	236	44534.3	15749	18028	10
Normal	133	3	3	1	2	528.33	17631	334	39
Normal	134	4	3	1	20	240.22	13565	172	38
Normal	343	3	4	3	359	322.08	15224	152	14
Best Customer	111	1	1	1	64	2494.46	16477	1415	146
Newest Customer	142	2	4	1	19	1231.5	18080	642	2
Normal	133	3	3	1	2	439.92	13954	150	25
Normal	333	3	3	3	248	362.95	16378	267	23
Normal	123	3	2	1	27	380.55	16930	341	54
Normal	134	4	3	1	86	152.06	17898	190	28
Normal	132	2	3	1	17	1352	16079	864	21
Normal	122	2	2	1	45	1443.69	17175	866	63
Normal	122	2	2	1	60	786.54	13109	520	47
Normal	344	4	4	3	297	142.4	14386	54	7
Loyal Customer	112	2	1	1	12	1304.76	16744	805	242
Normal	222	2	2	2	179	1238.47	13476	417	58
Newest Customer	144	4	4	1	51	137.37	15836	26	10
Loyal Customer	112	2	1	1	12	1272.61	17019	827	234
Newest Customer	144	4	4	1	61	202.65	18169	61	9
Normal	334	4	3	3	270	170.75	17542	134	25
Best Customer	111	1	1	1	2	5346.23	13269	3514	316
Normal	123	3	2	1	61	388.28	16776	262	76
Normal	123	3	2	1	55	383.68	15440	197	62
Normal	123	3	2	1	40	574.84	14167	150	52
Loyal Customer	113	3	1	1	20	639.89	15919	545	143
Normal	133	3	3	1	75	551.04	17674	672	27
Best Customer	111	1	1	1	6	2578.09	14546	1317	399
Best Customer	111	1	1	1	9	1914.82	15021	847	472
Highest Paying Customer	121	1	2	1	79	1744.76	15067	954	82
Newest Customer	143	3	4	1	89	356.85	14500	117	7
Normal	122	2	2	1	17	1345.53	15398	769	73
Highest Paying Customer	121	1	2	1	10	1793.17	18179	1360	90
Newest Customer	142	2	4	1	74	1117.9	17788	211	5
Normal	122	2	2	1	86	897.76	13662	543	53
Highest Paying Customer	131	1	3	1	4	1840.42	14113	745	34
Normal	132	2	3	1	41	684.34	15669	342	33
Normal	132	2	3	1	61	694.4	15304	104	23
Normal	123	3	2	1	6	389.84	17936	262	77
Normal	132	2	3	1	52	813.48	16621	302	29
Normal	332	2	3	3	212	738.6	12976	561	22
Normal	333	3	3	3	361	365.27	16202	191	18
Highest Paying Customer	121	1	2	1	18	1844.02	17519	1236	82
Normal	122	2	2	1	12	797.96	13389	429	51
Normal	122	2	2	1	3	1044.38	17042	994	98
Normal	333	3	3	3	359	540.45	13874	180	18
Normal	122	2	2	1	59	1011.9	14775	1174	60
Normal	133	3	3	1	19	340.11	15115	157	21
Normal	324	4	2	3	253	215.72	17580	88	45
Loyal Customer	112	2	1	1	9	832.88	15862	585	147
Best Customer	111	1	1	1	10	5447	16265	2646	258
Normal	132	2	3	1	3	1126.37	14708	621	28
Newest Customer	143	3	4	1	58	300.85	16430	103	6
Normal	233	3	3	2	149	363.65	12915	93	22
Normal	232	2	3	2	134	1390.5	13414	1574	24
Normal	243	3	4	2	114	313.62	16582	164	6
Normal	122	2	2	1	30	1415.75	14748	1223	89
Normal	233	3	3	2	158	447.64	15646	394	35
Loyal Customer	112	2	1	1	45	1096.32	16225	493	134
Loyal Customer	112	2	1	1	36	757.71	17979	397	146
Loyal Customer	112	2	1	1	52	1537.95	13849	1016	101
Best Customer	111	1	1	1	2	4757.16	12955	3664	180
Normal	124	4	2	1	26	290.16	17081	78	64
Best Customer	111	1	1	1	73	1931.42	14978	525	216
Loyal Customer	212	2	1	2	111	1050.12	14224	514	118
Churn Customer	444	4	4	4	368	112.6	13807	36	7
Normal	124	4	2	1	44	225.77	14357	148	41
Normal	133	3	3	1	62	302.36	16104	123	29
Best Customer	111	1	1	1	15	1790.42	16719	1204	201
Normal	233	3	3	2	108	428.18	17869	111	40
Normal	123	3	2	1	13	336.17	14954	127	85
Loyal Customer	112	2	1	1	12	909.23	15511	271	160
Normal	132	2	3	1	17	1099.98	14744	627	26
Loyal Customer	312	2	1	3	192	710.29	17472	462	181
Loyal Customer	212	2	1	2	124	1566.65	17085	786	187
Normal	132	2	3	1	25	1003.06	13410	518	28
Normal	134	4	3	1	54	173.97	15335	80	36
Normal	122	2	2	1	88	1010.6	16229	318	47
Normal	132	2	3	1	58	1090.14	13853	312	23
Best Customer	111	1	1	1	6	1814.12	17629	1629	123
Loyal Customer	112	2	1	1	9	987.01	16376	694	125
Best Customer	111	1	1	1	81	2847.6	16928	2114	209
Highest Paying Customer	311	1	1	3	218	3251.071	13952	1431	137
Normal	344	4	4	3	311	154.41	15226	71	8
Normal	122	2	2	1	12	883.15	14597	577	55
Normal	133	3	3	1	11	300.83	16479	102	35
Normal	122	2	2	1	26	703.37	18082	621	73
Normal	233	3	3	2	158	642.02	17046	510	22
Normal	123	3	2	1	55	537.06	16206	272	63
Normal	333	3	3	3	330	534.57	13385	281	35
Normal	123	3	2	1	32	639.02	17515	243	87
Normal	344	4	4	3	236	151.85	16617	91	5
Highest Paying Customer	131	1	3	1	50	4106.44	17940	9755	19
Normal	333	3	3	3	275	310.47	15308	175	19
Highest Paying Customer	231	1	3	2	158	7374.9	12980	886	20
Highest Paying Customer	211	1	1	2	169	2242.01	15665	1666	116
Normal	132	2	3	1	55	1281.53	13878	475	36
Loyal Customer	112	2	1	1	17	1521.87	16066	936	102
Best Customer	111	1	1	1	78	1693.26	15549	698	115
Newest Customer	144	4	4	1	45	98	17895	130	16
Normal	333	3	3	3	200	327.97	15314	313	24
Highest Paying Customer	131	1	3	1	36	1740.48	17930	1594	39
Loyal Customer	113	3	1	1	8	452.24	12970	310	151
Normal	244	4	4	2	107	138.14	15663	106	9
Normal	134	4	3	1	30	254.11	14765	135	39
Normal	122	2	2	1	45	664.26	16208	333	66
Normal	343	3	4	3	360	422.7	17525	82	9
Normal	344	4	4	3	188	52	14682	80	2
Newest Customer	144	4	4	1	26	98.42	17538	134	9
Normal	134	4	3	1	31	188.14	12893	96	34
Normal	133	3	3	1	90	584.5	16384	260	33
Highest Paying Customer	131	1	3	1	87	2106.84	18173	1220	31
Normal	322	2	2	3	255	836.79	15832	465	54
Normal	122	2	2	1	10	1328.55	16295	841	79
Normal	132	2	3	1	9	1308.61	14047	381	32
Normal	333	3	3	3	291	574.02	15303	248	31
Normal	243	3	4	2	131	498.48	17053	122	13
Highest Paying Customer	311	1	1	3	207	2997.03	17504	1664	127
Normal	333	3	3	3	190	506.8	13885	182	28
Normal	132	2	3	1	40	1008.54	17951	616	20
Normal	344	4	4	3	220	75.66	16610	66	6
Best Customer	111	1	1	1	74	2446.6	15674	1275	114
Best Customer	111	1	1	1	52	2538.3	14776	3134	117
Normal	133	3	3	1	24	503.76	12991	405	31
Normal	133	3	3	1	47	547.66	14474	140	29
Best Customer	111	1	1	1	19	4597.02	15093	3760	108
Normal	344	4	4	3	241	110.25	17746	29	6
Normal	122	2	2	1	23	1041.61	18221	791	64
Newest Customer	143	3	4	1	22	446.94	15368	230	4
Best Customer	111	1	1	1	2	3722.42	13680	1936	195
Newest Customer	144	4	4	1	53	281.42	16848	182	14
Loyal Customer	212	2	1	2	148	1246.32	15004	630	158
Highest Paying Customer	241	1	4	2	128	3276.4	17723	792	10
Normal	344	4	4	3	331	201.19	13284	91	13
Normal	122	2	2	1	9	1286.07	17350	795	71
Highest Paying Customer	211	1	1	2	109	2037.08	13593	731	128
Normal	324	4	2	3	263	237.07	15457	132	58
Normal	132	2	3	1	39	775.18	16825	566	28
Normal	343	3	4	3	240	579	17142	81	15
Highest Paying Customer	121	1	2	1	10	1661.84	13012	824	89
Normal	232	2	3	2	127	1009.55	16174	651	23
Normal	222	2	2	2	163	845.55	14803	370	44
Best Customer	111	1	1	1	12	4226.57	17419	1876	206
Normal	344	4	4	3	333	110.95	13144	21	3
Highest Paying Customer	211	1	1	2	121	3679.97	15581	287	150
Best Customer	111	1	1	1	23	3055.93	17799	1758	408
Normal	134	4	3	1	36	111.98	17274	79	27
Best Customer	111	1	1	1	9	51527.3	14298	58343	1637
Normal	122	2	2	1	78	706.19	14880	373	47
Normal	333	3	3	3	197	437.7	16034	242	22
Normal	333	3	3	3	303	470.36	14431	130	17
Churn Customer	444	4	4	4	368	87.5	15180	36	6
Normal	244	4	4	2	127	205.1	13513	109	10
Normal	232	2	3	2	171	693.81	14643	815	31
Newest Customer	142	2	4	1	15	965.61	15793	553	12
Normal	344	4	4	3	290	101.7	18068	6	1
Churn Customer	444	4	4	4	374	101.55	17643	71	8
Normal	333	3	3	3	295	311.55	12852	149	17
Normal	232	2	3	2	116	962.19	14006	641	30
Loyal Customer	112	2	1	1	50	1068.82	16918	721	128
Normal	133	3	3	1	32	603.75	16732	317	28
Loyal Customer	112	2	1	1	32	899.61	17886	481	109
Normal	344	4	4	3	227	203.95	17187	144	10
Newest Customer	143	3	4	1	52	307.78	16123	170	16
Normal	132	2	3	1	22	668.56	14342	347	21
Best Customer	111	1	1	1	54	2241.1	14211	1242	112
Normal	132	2	3	1	29	659.46	15492	483	35
Best Customer	111	1	1	1	3	3827.76	17091	1746	195
Best Customer	111	1	1	1	46	10736.48	13340	5770	134
Normal	133	3	3	1	23	634.95	17985	183	23
Normal	343	3	4	3	284	317.15	15257	46	7
Normal	133	3	3	1	54	351.13	13923	185	20
Normal	122	2	2	1	45	1125.07	17470	1675	78
Normal	222	2	2	2	128	1009.6	16572	532	57
Loyal Customer	212	2	1	2	146	1118.81	15716	744	118
Normal	233	3	3	2	104	417.06	16816	274	28
Normal	244	4	4	2	150	179.17	15895	94	11
Normal	334	4	3	3	307	142.4	13584	37	24
Normal	344	4	4	3	321	153	17714	92	10
Best Customer	111	1	1	1	2	4684.76	14191	3662	259
Normal	133	3	3	1	47	546.2	14997	1120	26
Normal	334	4	3	3	281	218.06	14570	95	29
Newest Customer	144	4	4	1	12	127.86	17359	161	15
Loyal Customer	312	2	1	3	339	1048.85	15464	350	157
Best Customer	111	1	1	1	6	3809.89	13435	2129	101
Normal	243	3	4	2	117	508.46	17958	84	7
Newest Customer	143	3	4	1	11	336.4	15619	136	3
Best Customer	111	1	1	1	5	8347.2	15358	7050	551
Normal	344	4	4	3	267	234.24	17060	216	5
Normal	133	3	3	1	75	482.47	16603	480	34
Newest Customer	144	4	4	1	23	209.49	13828	311	15
Normal	122	2	2	1	18	839.14	13940	516	49
Normal	333	3	3	3	239	514.15	15246	247	33
Normal	133	3	3	1	24	444.68	18006	220	22
Normal	132	2	3	1	66	725.18	16140	730	35
Best Customer	111	1	1	1	3	2520.86	17449	1122	277
Normal	133	3	3	1	31	629.31	13046	264	35
Normal	132	2	3	1	4	787.85	13323	175	21
Normal	134	4	3	1	36	285.89	16555	175	17
Normal	333	3	3	3	261	335.32	16063	262	23
Normal	222	2	2	2	125	1186.28	13752	876	76
Normal	334	4	3	3	218	90.12	15552	60	17
Normal	124	4	2	1	41	298.41	17255	232	78
Highest Paying Customer	121	1	2	1	16	1618.69	18161	812	80
Normal	324	4	2	3	198	267.16	17550	86	42
Normal	122	2	2	1	29	1428.02	14035	739	66
Normal	343	3	4	3	242	313.8	13484	44	8
Normal	344	4	4	3	276	298	12881	21	7
Newest Customer	144	4	4	1	31	270.9	17011	186	15
Normal	122	2	2	1	5	1194.73	15145	756	67
Normal	122	2	2	1	17	1212.66	16653	733	69
Normal	122	2	2	1	23	1197.27	16042	755	71
Normal	132	2	3	1	72	668.43	13741	218	34
Loyal Customer	113	3	1	1	32	607.45	15573	363	104
Normal	344	4	4	3	219	265.2	14423	120	3
Normal	333	3	3	3	208	369.2	14888	184	20
Normal	123	3	2	1	3	310.64	17266	161	80
Best Customer	111	1	1	1	12	2314.65	14290	915	101
Best Customer	111	1	1	1	57	2607.61	13136	1328	127
Normal	333	3	3	3	226	440	14022	487	28
Loyal Customer	112	2	1	1	69	843.05	15164	360	103
Normal	133	3	3	1	37	515.77	15809	301	35
Highest Paying Customer	311	1	1	3	186	1607.06	12868	928	107
Normal	244	4	4	2	150	295	16998	76	4
Best Customer	111	1	1	1	37	2028.88	16409	1306	232
Normal	133	3	3	1	36	328.15	16318	199	19
Normal	333	3	3	3	283	348.05	13497	163	19
Best Customer	111	1	1	1	9	2529.93	14659	1195	253
Normal	124	4	2	1	62	169.79	16921	171	60
Normal	134	4	3	1	20	285.56	17636	182	20
Best Customer	111	1	1	1	17	2817.03	13174	1395	314
Normal	322	2	2	3	268	806.41	13707	351	48
Normal	122	2	2	1	26	841.2	14862	772	48
Newest Customer	144	4	4	1	79	48.48	15603	96	2
Loyal Customer	112	2	1	1	13	916.13	17236	474	105
Loyal Customer	112	2	1	1	19	907.1	14449	757	258
Normal	122	2	2	1	36	1415.29	16012	799	94
Normal	132	2	3	1	96	922.12	16551	970	32
Normal	122	2	2	1	17	784.46	15743	216	88
Normal	344	4	4	3	277	197	15234	196	14
Best Customer	111	1	1	1	15	5836.86	13050	3748	403
Normal	344	4	4	3	257	174.8	18010	60	14
Best Customer	111	1	1	1	6	10845.55	13319	4724	476
Highest Paying Customer	121	1	2	1	18	1880.22	16128	988	89
Best Customer	111	1	1	1	65	2626.3	13422	1326	127
Highest Paying Customer	221	1	2	2	144	1603.99	12947	1165	97
Normal	344	4	4	3	253	85	13841	100	1
Loyal Customer	112	2	1	1	18	1446.09	17073	759	174
Normal	133	3	3	1	72	536.68	16233	174	22
Normal	123	3	2	1	67	574.07	15339	416	86
Normal	322	2	2	3	198	1448.21	14740	735	89
Loyal Customer	212	2	1	2	157	781.36	17341	489	183
"Once Customer, Now Gone"	443	3	4	4	367	307.82	15973	106	4
Normal	122	2	2	1	68	1064.28	14488	799	46
Newest Customer	144	4	4	1	61	84.65	13666	41	12
Normal	333	3	3	3	187	394.14	15386	446	31
Normal	333	3	3	3	228	413.46	16834	358	24
Normal	322	2	2	3	213	895.61	15079	389	47
Normal	322	2	2	3	219	1561.61	18239	795	88
Newest Customer	144	4	4	1	73	144.2	14109	88	9
Best Customer	111	1	1	1	4	2876.01	17728	1469	165
Best Customer	111	1	1	1	3	8134.94	16672	2832	114
Best Customer	111	1	1	1	48	1701.94	16007	1393	385
Normal	122	2	2	1	29	1093.68	15608	714	60
Normal	124	4	2	1	16	282.19	17247	106	55
Newest Customer	143	3	4	1	25	475.8	14853	82	9
Normal	334	4	3	3	320	215.78	15052	82	30
Normal	122	2	2	1	15	1135.63	17302	575	79
Best Customer	111	1	1	1	18	2102.09	14515	1134	101
Normal	132	2	3	1	25	744.85	13236	416	36
Highest Paying Customer	121	1	2	1	32	1765.51	15950	729	98
Best Customer	111	1	1	1	3	4196.01	12747	1275	103
Loyal Customer	112	2	1	1	96	689.13	18196	433	141
Best Customer	111	1	1	1	5	7123.62	16873	3840	279
Normal	124	4	2	1	57	245.81	17771	287	54
Newest Customer	144	4	4	1	93	193.64	15198	120	10
Normal	322	2	2	3	197	899.63	14625	335	53
Best Customer	111	1	1	1	20	4147.96	13988	3044	234
Normal	333	3	3	3	206	483.8	13531	174	22
Normal	122	2	2	1	17	887.11	16900	833	79
Loyal Customer	112	2	1	1	34	683.13	12838	359	123
Loyal Customer	112	2	1	1	33	1469.45	16348	819	235
Loyal Customer	112	2	1	1	34	1056.44	15407	558	153
Loyal Customer	112	2	1	1	10	1419.73	17288	1203	142
Normal	134	4	3	1	36	194.88	16887	157	37
Best Customer	111	1	1	1	26	2124.99	15058	1069	276
Normal	344	4	4	3	274	108.21	13226	80	16
Normal	122	2	2	1	34	806.57	15952	399	91
Normal	244	4	4	2	160	188.02	17781	34	12
Normal	222	2	2	2	115	932.97	13655	605	56
